"date","series_id","value","realtime_start","realtime_end"
2015-04-01,"CPIAUCSL",-0.10403,2025-07-24,2025-07-24
2015-05-01,"CPIAUCSL",0.03503,2025-07-24,2025-07-24
2015-06-01,"CPIAUCSL",0.17957,2025-07-24,2025-07-24
2015-07-01,"CPIAUCSL",0.22569,2025-07-24,2025-07-24
2015-08-01,"CPIAUCSL",0.2413,2025-07-24,2025-07-24
2015-09-01,"CPIAUCSL",0.00884,2025-07-24,2025-07-24
2015-10-01,"CPIAUCSL",0.12762,2025-07-24,2025-07-24
2015-11-01,"CPIAUCSL",0.43632,2025-07-24,2025-07-24
2015-12-01,"CPIAUCSL",0.63872,2025-07-24,2025-07-24
2016-01-01,"CPIAUCSL",1.2375,2025-07-24,2025-07-24
2016-02-01,"CPIAUCSL",0.84728,2025-07-24,2025-07-24
2016-03-01,"CPIAUCSL",0.89162,2025-07-24,2025-07-24
2016-04-01,"CPIAUCSL",1.17263,2025-07-24,2025-07-24
2016-05-01,"CPIAUCSL",1.07848,2025-07-24,2025-07-24
2016-06-01,"CPIAUCSL",1.07929,2025-07-24,2025-07-24
2016-07-01,"CPIAUCSL",0.86836,2025-07-24,2025-07-24
2016-08-01,"CPIAUCSL",1.05532,2025-07-24,2025-07-24
2016-09-01,"CPIAUCSL",1.54864,2025-07-24,2025-07-24
2016-10-01,"CPIAUCSL",1.68592,2025-07-24,2025-07-24
2016-11-01,"CPIAUCSL",1.68433,2025-07-24,2025-07-24
2016-12-01,"CPIAUCSL",2.0508,2025-07-24,2025-07-24
2017-01-01,"CPIAUCSL",2.51039,2025-07-24,2025-07-24
2017-02-01,"CPIAUCSL",2.81036,2025-07-24,2025-07-24
2017-03-01,"CPIAUCSL",2.4412,2025-07-24,2025-07-24
2017-04-01,"CPIAUCSL",2.17622,2025-07-24,2025-07-24
2017-05-01,"CPIAUCSL",1.85634,2025-07-24,2025-07-24
2017-06-01,"CPIAUCSL",1.64057,2025-07-24,2025-07-24
2017-07-01,"CPIAUCSL",1.72511,2025-07-24,2025-07-24
2017-08-01,"CPIAUCSL",1.92812,2025-07-24,2025-07-24
2017-09-01,"CPIAUCSL",2.18057,2025-07-24,2025-07-24
2017-10-01,"CPIAUCSL",2.02076,2025-07-24,2025-07-24
2017-11-01,"CPIAUCSL",2.17249,2025-07-24,2025-07-24
2017-12-01,"CPIAUCSL",2.12993,2025-07-24,2025-07-24
2018-01-01,"CPIAUCSL",2.15132,2025-07-24,2025-07-24
2018-02-01,"CPIAUCSL",2.26347,2025-07-24,2025-07-24
2018-03-01,"CPIAUCSL",2.33095,2025-07-24,2025-07-24
2018-04-01,"CPIAUCSL",2.471,2025-07-24,2025-07-24
2018-05-01,"CPIAUCSL",2.78192,2025-07-24,2025-07-24
2018-06-01,"CPIAUCSL",2.80755,2025-07-24,2025-07-24
2018-07-01,"CPIAUCSL",2.85412,2025-07-24,2025-07-24
2018-08-01,"CPIAUCSL",2.64292,2025-07-24,2025-07-24
2018-09-01,"CPIAUCSL",2.33206,2025-07-24,2025-07-24
2018-10-01,"CPIAUCSL",2.49203,2025-07-24,2025-07-24
2018-11-01,"CPIAUCSL",2.14733,2025-07-24,2025-07-24
2018-12-01,"CPIAUCSL",2.00238,2025-07-24,2025-07-24
2019-01-01,"CPIAUCSL",1.48759,2025-07-24,2025-07-24
2019-02-01,"CPIAUCSL",1.51886,2025-07-24,2025-07-24
2019-03-01,"CPIAUCSL",1.88319,2025-07-24,2025-07-24
2019-04-01,"CPIAUCSL",2.00058,2025-07-24,2025-07-24
2019-05-01,"CPIAUCSL",1.79591,2025-07-24,2025-07-24
2019-06-01,"CPIAUCSL",1.67119,2025-07-24,2025-07-24
2019-07-01,"CPIAUCSL",1.82633,2025-07-24,2025-07-24
2019-08-01,"CPIAUCSL",1.73764,2025-07-24,2025-07-24
2019-09-01,"CPIAUCSL",1.6845,2025-07-24,2025-07-24
2019-10-01,"CPIAUCSL",1.73397,2025-07-24,2025-07-24
2019-11-01,"CPIAUCSL",2.09229,2025-07-24,2025-07-24
2019-12-01,"CPIAUCSL",2.31953,2025-07-24,2025-07-24
2020-01-01,"CPIAUCSL",2.59977,2025-07-24,2025-07-24
2020-02-01,"CPIAUCSL",2.34132,2025-07-24,2025-07-24
2020-03-01,"CPIAUCSL",1.49404,2025-07-24,2025-07-24
2020-04-01,"CPIAUCSL",0.31305,2025-07-24,2025-07-24
2020-05-01,"CPIAUCSL",0.1982,2025-07-24,2025-07-24
2020-06-01,"CPIAUCSL",0.71666,2025-07-24,2025-07-24
2020-07-01,"CPIAUCSL",0.99686,2025-07-24,2025-07-24
2020-08-01,"CPIAUCSL",1.28107,2025-07-24,2025-07-24
2020-09-01,"CPIAUCSL",1.39102,2025-07-24,2025-07-24
2020-10-01,"CPIAUCSL",1.23039,2025-07-24,2025-07-24
2020-11-01,"CPIAUCSL",1.17575,2025-07-24,2025-07-24
2020-12-01,"CPIAUCSL",1.32042,2025-07-24,2025-07-24
2021-01-01,"CPIAUCSL",1.35532,2025-07-24,2025-07-24
2021-02-01,"CPIAUCSL",1.6675,2025-07-24,2025-07-24
2021-03-01,"CPIAUCSL",2.62365,2025-07-24,2025-07-24
2021-04-01,"CPIAUCSL",4.13737,2025-07-24,2025-07-24
2021-05-01,"CPIAUCSL",4.92647,2025-07-24,2025-07-24
2021-06-01,"CPIAUCSL",5.31742,2025-07-24,2025-07-24
2021-07-01,"CPIAUCSL",5.26917,2025-07-24,2025-07-24
2021-08-01,"CPIAUCSL",5.18132,2025-07-24,2025-07-24
2021-09-01,"CPIAUCSL",5.36352,2025-07-24,2025-07-24
2021-10-01,"CPIAUCSL",6.22659,2025-07-24,2025-07-24
2021-11-01,"CPIAUCSL",6.86556,2025-07-24,2025-07-24
2021-12-01,"CPIAUCSL",7.15946,2025-07-24,2025-07-24
2022-01-01,"CPIAUCSL",7.57808,2025-07-24,2025-07-24
2022-02-01,"CPIAUCSL",7.94922,2025-07-24,2025-07-24
2022-03-01,"CPIAUCSL",8.54078,2025-07-24,2025-07-24
2022-04-01,"CPIAUCSL",8.23516,2025-07-24,2025-07-24
2022-05-01,"CPIAUCSL",8.53005,2025-07-24,2025-07-24
2022-06-01,"CPIAUCSL",8.9993,2025-07-24,2025-07-24
2022-07-01,"CPIAUCSL",8.44778,2025-07-24,2025-07-24
2022-08-01,"CPIAUCSL",8.21626,2025-07-24,2025-07-24
2022-09-01,"CPIAUCSL",8.20575,2025-07-24,2025-07-24
2022-10-01,"CPIAUCSL",7.75726,2025-07-24,2025-07-24
2022-11-01,"CPIAUCSL",7.13138,2025-07-24,2025-07-24
2022-12-01,"CPIAUCSL",6.41083,2025-07-24,2025-07-24
2023-01-01,"CPIAUCSL",6.3403,2025-07-24,2025-07-24
2023-02-01,"CPIAUCSL",5.95765,2025-07-24,2025-07-24
2023-03-01,"CPIAUCSL",4.93135,2025-07-24,2025-07-24
2023-04-01,"CPIAUCSL",4.94695,2025-07-24,2025-07-24
2023-05-01,"CPIAUCSL",4.12531,2025-07-24,2025-07-24
2023-06-01,"CPIAUCSL",3.05925,2025-07-24,2025-07-24
2023-07-01,"CPIAUCSL",3.28033,2025-07-24,2025-07-24
2023-08-01,"CPIAUCSL",3.71864,2025-07-24,2025-07-24
2023-09-01,"CPIAUCSL",3.69508,2025-07-24,2025-07-24
2023-10-01,"CPIAUCSL",3.24654,2025-07-24,2025-07-24
2023-11-01,"CPIAUCSL",3.13986,2025-07-24,2025-07-24
2023-12-01,"CPIAUCSL",3.3222,2025-07-24,2025-07-24
2024-01-01,"CPIAUCSL",3.10794,2025-07-24,2025-07-24
2024-02-01,"CPIAUCSL",3.16642,2025-07-24,2025-07-24
2024-03-01,"CPIAUCSL",3.469,2025-07-24,2025-07-24
2024-04-01,"CPIAUCSL",3.35405,2025-07-24,2025-07-24
2024-05-01,"CPIAUCSL",3.23887,2025-07-24,2025-07-24
2024-06-01,"CPIAUCSL",2.97009,2025-07-24,2025-07-24
2024-07-01,"CPIAUCSL",2.93846,2025-07-24,2025-07-24
2024-08-01,"CPIAUCSL",2.61091,2025-07-24,2025-07-24
2024-09-01,"CPIAUCSL",2.43254,2025-07-24,2025-07-24
2024-10-01,"CPIAUCSL",2.5714,2025-07-24,2025-07-24
2024-11-01,"CPIAUCSL",2.71417,2025-07-24,2025-07-24
2024-12-01,"CPIAUCSL",2.87237,2025-07-24,2025-07-24
2025-01-01,"CPIAUCSL",2.99941,2025-07-24,2025-07-24
2025-02-01,"CPIAUCSL",2.81427,2025-07-24,2025-07-24
2025-03-01,"CPIAUCSL",2.40559,2025-07-24,2025-07-24
2025-04-01,"CPIAUCSL",2.33375,2025-07-24,2025-07-24
2025-05-01,"CPIAUCSL",2.37593,2025-07-24,2025-07-24
2025-06-01,"CPIAUCSL",2.67268,2025-07-24,2025-07-24
